Date,Site,Barn,Avg_Temperature_F,Avg_Humidity_pct,Water_Usage_Gallons,Power_Usage_kWh,Ventilation_Level_pct,Notes
1/30/2025,Finisher West,FW1,69.3,72.9,5778,561.1,46.9,Synthetic environmental + utility data for planning and analytics
1/31/2025,Finisher West,FW1,69.4,66.2,5224,573.7,40.4,Synthetic environmental + utility data for planning and analytics
2/1/2025,Finisher West,FW1,71,61,5374,587.5,78.3,Synthetic environmental + utility data for planning and analytics
2/2/2025,Finisher West,FW1,67.9,59.2,5524,521.1,39,Synthetic environmental + utility data for planning and analytics
2/3/2025,Finisher West,FW1,70.5,59,5847,485.1,39.6,Synthetic environmental + utility data for planning and analytics
2/4/2025,Finisher West,FW1,71.4,73.6,4855,593.2,54.1,Synthetic environmental + utility data for planning and analytics
2/5/2025,Finisher West,FW1,72.9,55.4,4827,619.1,70.5,Synthetic environmental + utility data for planning and analytics
2/6/2025,Finisher West,FW1,72.7,60.3,6096,604.8,48.6,Synthetic environmental + utility data for planning and analytics
2/7/2025,Finisher West,FW1,70.7,56.4,5708,585.9,48.8,Synthetic environmental + utility data for planning and analytics
2/8/2025,Finisher West,FW1,75.3,62.2,5941,566.1,39.1,Synthetic environmental + utility data for planning and analytics
2/9/2025,Finisher West,FW1,70.2,56.4,5515,524.6,35.6,Synthetic environmental + utility data for planning and analytics
2/10/2025,Finisher West,FW1,71.1,67.7,4876,532.7,43.9,Synthetic environmental + utility data for planning and analytics
2/11/2025,Finisher West,FW1,73.7,61.1,4366,608.3,69.8,Synthetic environmental + utility data for planning and analytics
2/12/2025,Finisher West,FW1,72.3,74.7,4971,484.6,70.8,Synthetic environmental + utility data for planning and analytics
2/13/2025,Finisher West,FW1,73.5,55.6,4321,587.8,41.8,Synthetic environmental + utility data for planning and analytics
2/14/2025,Finisher West,FW1,74.5,60.6,5584,565.4,55.7,Synthetic environmental + utility data for planning and analytics
2/15/2025,Finisher West,FW1,74.5,55.4,6053,496.2,45,Synthetic environmental + utility data for planning and analytics
2/16/2025,Finisher West,FW1,77.1,70.7,4288,460.3,72.7,Synthetic environmental + utility data for planning and analytics
2/17/2025,Finisher West,FW1,72.8,67.8,4735,593.9,60.1,Synthetic environmental + utility data for planning and analytics
2/18/2025,Finisher West,FW1,76.9,57.8,6165,468,35.9,Synthetic environmental + utility data for planning and analytics
2/19/2025,Finisher West,FW1,76.5,74,5765,608.1,49,Synthetic environmental + utility data for planning and analytics
2/20/2025,Finisher West,FW1,75.9,68.7,5339,595.4,48.9,Synthetic environmental + utility data for planning and analytics
2/21/2025,Finisher West,FW1,78.2,64.5,4450,463.1,68.1,Synthetic environmental + utility data for planning and analytics
2/22/2025,Finisher West,FW1,76.3,64.6,5029,492.3,58.3,Synthetic environmental + utility data for planning and analytics
2/23/2025,Finisher West,FW1,77.1,59.8,5077,573.8,43.4,Synthetic environmental + utility data for planning and analytics
2/24/2025,Finisher West,FW1,73.5,59.6,5686,481.6,55.5,Synthetic environmental + utility data for planning and analytics
2/25/2025,Finisher West,FW1,76.3,62.5,5316,592.1,52.1,Synthetic environmental + utility data for planning and analytics
2/26/2025,Finisher West,FW1,73.9,61.5,5033,544.7,55.4,Synthetic environmental + utility data for planning and analytics
2/27/2025,Finisher West,FW1,75.6,65,5834,541.7,43.3,Synthetic environmental + utility data for planning and analytics
2/28/2025,Finisher West,FW1,78.8,57.2,5358,615,82.1,Synthetic environmental + utility data for planning and analytics
3/1/2025,Finisher West,FW1,77.7,72.9,4456,489.2,35.5,Synthetic environmental + utility data for planning and analytics
3/2/2025,Finisher West,FW1,75.2,59.9,4819,562.6,83.2,Synthetic environmental + utility data for planning and analytics
3/3/2025,Finisher West,FW1,80,55,5864,530.7,57.8,Synthetic environmental + utility data for planning and analytics
3/4/2025,Finisher West,FW1,79.2,73.3,5139,483.1,70.8,Synthetic environmental + utility data for planning and analytics
3/5/2025,Finisher West,FW1,80.3,73.2,6196,567.8,81.7,Synthetic environmental + utility data for planning and analytics
3/6/2025,Finisher West,FW1,79.9,63.5,4638,509,54.7,Synthetic environmental + utility data for planning and analytics
3/7/2025,Finisher West,FW1,75.2,66.7,4650,595.5,36.3,Synthetic environmental + utility data for planning and analytics
3/8/2025,Finisher West,FW1,80.5,70.6,5362,566.5,65.7,Synthetic environmental + utility data for planning and analytics
3/9/2025,Finisher West,FW1,77.3,72,5735,485,46.2,Synthetic environmental + utility data for planning and analytics
3/10/2025,Finisher West,FW1,79.5,70.3,4385,524.3,38.5,Synthetic environmental + utility data for planning and analytics
3/11/2025,Finisher West,FW1,78.4,72.7,5131,539.3,51.9,Synthetic environmental + utility data for planning and analytics
3/12/2025,Finisher West,FW1,81.1,72.5,5822,503,54.1,Synthetic environmental + utility data for planning and analytics
3/13/2025,Finisher West,FW1,76.8,62.5,5741,459.5,63.7,Synthetic environmental + utility data for planning and analytics
3/14/2025,Finisher West,FW1,82,55.4,4635,521,49.1,Synthetic environmental + utility data for planning and analytics
3/15/2025,Finisher West,FW1,80.6,62.2,5969,615.6,76.5,Synthetic environmental + utility data for planning and analytics
3/16/2025,Finisher West,FW1,76.8,74.3,5523,546.1,51.5,Synthetic environmental + utility data for planning and analytics
3/17/2025,Finisher West,FW1,80.8,61.1,4462,591.8,59.3,Synthetic environmental + utility data for planning and analytics
3/18/2025,Finisher West,FW1,77.4,73.6,5568,494.2,64.5,Synthetic environmental + utility data for planning and analytics
3/19/2025,Finisher West,FW1,78.1,69.4,5846,576,67.6,Synthetic environmental + utility data for planning and analytics
3/20/2025,Finisher West,FW1,77.1,66.2,4929,520,65.7,Synthetic environmental + utility data for planning and analytics
3/21/2025,Finisher West,FW1,82.1,70.4,4857,540.2,45.7,Synthetic environmental + utility data for planning and analytics
3/22/2025,Finisher West,FW1,77.7,55.7,4556,615.6,57.2,Synthetic environmental + utility data for planning and analytics
3/23/2025,Finisher West,FW1,79.4,64.8,5312,573.7,48.4,Synthetic environmental + utility data for planning and analytics
3/24/2025,Finisher West,FW1,81.2,57.6,5253,460.4,47.4,Synthetic environmental + utility data for planning and analytics
3/25/2025,Finisher West,FW1,79.7,65.1,5465,581.5,50,Synthetic environmental + utility data for planning and analytics
3/26/2025,Finisher West,FW1,80.8,64.1,5437,567.6,67.9,Synthetic environmental + utility data for planning and analytics
3/27/2025,Finisher West,FW1,82.3,66,4514,544.1,36,Synthetic environmental + utility data for planning and analytics
3/28/2025,Finisher West,FW1,81.1,65.8,4509,546.5,39.5,Synthetic environmental + utility data for planning and analytics
3/29/2025,Finisher West,FW1,80.5,56.9,4242,607.7,80.3,Synthetic environmental + utility data for planning and analytics
3/30/2025,Finisher West,FW1,82.4,74,4547,513.5,76.2,Synthetic environmental + utility data for planning and analytics
3/31/2025,Finisher West,FW1,78.7,59.6,4830,527.5,50.4,Synthetic environmental + utility data for planning and analytics
4/1/2025,Finisher West,FW1,82.6,67.5,4461,562.3,64.4,Synthetic environmental + utility data for planning and analytics
4/2/2025,Finisher West,FW1,82.3,70.6,5746,576.5,65.1,Synthetic environmental + utility data for planning and analytics
4/3/2025,Finisher West,FW1,81.3,59.4,6147,495.3,41.1,Synthetic environmental + utility data for planning and analytics
4/4/2025,Finisher West,FW1,80.8,72.5,5404,470.8,45.3,Synthetic environmental + utility data for planning and analytics
4/5/2025,Finisher West,FW1,77.5,58.5,5370,618.8,62,Synthetic environmental + utility data for planning and analytics
4/6/2025,Finisher West,FW1,81.2,57.6,5139,513.1,52.5,Synthetic environmental + utility data for planning and analytics
4/7/2025,Finisher West,FW1,81,55.9,5792,487.3,51.6,Synthetic environmental + utility data for planning and analytics
4/8/2025,Finisher West,FW1,77,65.8,4907,471.7,58.7,Synthetic environmental + utility data for planning and analytics
4/9/2025,Finisher West,FW1,78.2,74.1,4474,474.4,80.9,Synthetic environmental + utility data for planning and analytics
4/10/2025,Finisher West,FW1,80.7,55.4,6000,579.5,58.7,Synthetic environmental + utility data for planning and analytics
4/11/2025,Finisher West,FW1,77,69.3,5320,531,50.7,Synthetic environmental + utility data for planning and analytics
4/12/2025,Finisher West,FW1,76.9,55.8,4517,495.1,85,Synthetic environmental + utility data for planning and analytics
4/13/2025,Finisher West,FW1,78.4,73.6,6058,558.6,75.2,Synthetic environmental + utility data for planning and analytics
4/14/2025,Finisher West,FW1,78.5,56.1,5294,516.9,46.3,Synthetic environmental + utility data for planning and analytics
4/15/2025,Finisher West,FW1,81.1,65.6,5718,618.9,67.9,Synthetic environmental + utility data for planning and analytics
4/16/2025,Finisher West,FW1,76.4,67.3,4817,516.8,49,Synthetic environmental + utility data for planning and analytics
4/17/2025,Finisher West,FW1,81.4,69.8,5705,602.2,59.4,Synthetic environmental + utility data for planning and analytics
4/18/2025,Finisher West,FW1,76.3,72.1,5199,549.1,78.5,Synthetic environmental + utility data for planning and analytics
4/19/2025,Finisher West,FW1,80,56.9,4379,472.5,74.4,Synthetic environmental + utility data for planning and analytics
4/20/2025,Finisher West,FW1,79,66.1,5589,533,77,Synthetic environmental + utility data for planning and analytics
4/21/2025,Finisher West,FW1,78.5,55.9,4289,582.9,49.2,Synthetic environmental + utility data for planning and analytics
4/22/2025,Finisher West,FW1,77.9,58.7,4304,589.9,73.1,Synthetic environmental + utility data for planning and analytics
4/23/2025,Finisher West,FW1,76.2,61.9,6068,603.3,73,Synthetic environmental + utility data for planning and analytics
4/24/2025,Finisher West,FW1,78.7,68,5031,488.5,61.1,Synthetic environmental + utility data for planning and analytics
4/25/2025,Finisher West,FW1,79.7,71.2,4254,489.3,71.5,Synthetic environmental + utility data for planning and analytics
4/26/2025,Finisher West,FW1,76.8,70.1,5793,464.4,39.9,Synthetic environmental + utility data for planning and analytics
4/27/2025,Finisher West,FW1,76.9,63.4,4728,617.6,71.8,Synthetic environmental + utility data for planning and analytics
4/28/2025,Finisher West,FW1,76.8,56.2,4960,581.4,73.3,Synthetic environmental + utility data for planning and analytics
4/29/2025,Finisher West,FW1,75.9,74,6063,497.9,36.8,Synthetic environmental + utility data for planning and analytics
4/30/2025,Finisher West,FW1,79.1,56.7,4642,601.8,76.1,Synthetic environmental + utility data for planning and analytics
5/1/2025,Finisher West,FW1,75.9,55.3,4681,511.2,66.3,Synthetic environmental + utility data for planning and analytics
5/2/2025,Finisher West,FW1,80.2,65.4,5217,571.8,68.3,Synthetic environmental + utility data for planning and analytics
5/3/2025,Finisher West,FW1,75.1,66,4339,514.5,75.5,Synthetic environmental + utility data for planning and analytics
5/4/2025,Finisher West,FW1,79.6,63,5552,604.7,70.3,Synthetic environmental + utility data for planning and analytics
5/5/2025,Finisher West,FW1,74.2,63.7,4648,528.9,48.2,Synthetic environmental + utility data for planning and analytics
5/6/2025,Finisher West,FW1,77.1,69.9,5014,499.5,62,Synthetic environmental + utility data for planning and analytics
5/7/2025,Finisher West,FW1,78.2,57.9,4777,484.4,82,Synthetic environmental + utility data for planning and analytics
5/8/2025,Finisher West,FW1,78.3,55.5,4668,594.9,49.6,Synthetic environmental + utility data for planning and analytics
5/9/2025,Finisher West,FW1,73.2,57.4,5401,594.2,54.7,Synthetic environmental + utility data for planning and analytics
5/10/2025,Finisher West,FW1,75.5,60.4,5585,506.5,84.4,Synthetic environmental + utility data for planning and analytics
5/11/2025,Finisher West,FW1,75.3,66.3,5667,534.4,57.7,Synthetic environmental + utility data for planning and analytics
5/12/2025,Finisher West,FW1,73.8,61,4737,558.5,55.4,Synthetic environmental + utility data for planning and analytics
5/13/2025,Finisher West,FW1,77.5,71.4,4205,502.5,38.7,Synthetic environmental + utility data for planning and analytics
5/14/2025,Finisher West,FW1,75.7,55.6,5243,610.4,39.5,Synthetic environmental + utility data for planning and analytics
5/15/2025,Finisher West,FW1,73.5,72.9,5752,620,58.7,Synthetic environmental + utility data for planning and analytics
5/16/2025,Finisher West,FW1,71.5,62.8,4861,555.4,71.5,Synthetic environmental + utility data for planning and analytics
5/17/2025,Finisher West,FW1,73.4,59.6,5461,451.1,69.8,Synthetic environmental + utility data for planning and analytics
5/18/2025,Finisher West,FW1,76.6,72.1,5169,569,37,Synthetic environmental + utility data for planning and analytics
5/19/2025,Finisher West,FW1,73.6,73.1,5254,596.2,36.8,Synthetic environmental + utility data for planning and analytics
5/20/2025,Finisher West,FW1,76,67.9,5269,559.2,69.2,Synthetic environmental + utility data for planning and analytics
5/21/2025,Finisher West,FW1,74.8,66.3,5976,480.1,73,Synthetic environmental + utility data for planning and analytics
5/22/2025,Finisher West,FW1,70.6,69.5,4757,487.7,41.6,Synthetic environmental + utility data for planning and analytics
5/23/2025,Finisher West,FW1,70.6,56.7,4915,454.2,70.7,Synthetic environmental + utility data for planning and analytics
5/24/2025,Finisher West,FW1,74.5,66.6,5825,550.8,67,Synthetic environmental + utility data for planning and analytics
5/25/2025,Finisher West,FW1,73.2,60.1,4841,516.1,38,Synthetic environmental + utility data for planning and analytics
5/26/2025,Finisher West,FW1,68.9,63.4,4284,615,41.6,Synthetic environmental + utility data for planning and analytics
5/27/2025,Finisher West,FW1,70,66.9,4501,549.7,82.5,Synthetic environmental + utility data for planning and analytics
5/28/2025,Finisher West,FW1,73.3,70.8,4564,598.5,62.1,Synthetic environmental + utility data for planning and analytics
5/29/2025,Finisher West,FW1,73.8,60.1,4948,508.6,61.8,Synthetic environmental + utility data for planning and analytics
